3.913266062736511230e-01,2.299819469451904297e+00,3.719135522842407227e+00
1.723442925140261650e-03,1.672152519226074219e+00,2.996475219726562500e+00
-4.000654697418212891e+00,-1.889553546905517578e+00,-6.666976451873779297e+00
-2.141559839248657227e+00,-1.021024823188781738e+00,3.408040702342987061e-01
-3.138865903019905090e-02,-1.181965112686157227e+00,7.560440897941589355e-01
2.003794908523559570e+00,9.930838346481323242e-01,6.941515803337097168e-01
1.920030564069747925e-01,-6.305567175149917603e-02,3.447715044021606445e+00
-1.498769164085388184e+00,-3.592140436172485352e+00,-1.161468625068664551e+00
-1.974953174591064453e+00,7.960630208253860474e-02,3.985929489135742188e-01
1.322189688682556152e+00,-1.772463679313659668e+00,5.064608454704284668e-01
-2.375289440155029297e+00,7.148951292037963867e-01,-6.409921646118164062e+00
8.654370307922363281e+00,2.905616283416748047e+00,-4.183320045471191406e+00
2.084850788116455078e+00,7.694872021675109863e-01,1.139032602310180664e+00
-3.319291174411773682e-01,-4.425955295562744141e+00,-7.098003625869750977e-01
9.499039053916931152e-01,5.856572151184082031e+00,1.156155943870544434e+00
3.584731817245483398e+00,6.458674907684326172e+00,-1.535093426704406738e+00
-3.944210529327392578e+00,4.131178855895996094e+00,8.645151257514953613e-01
5.427080631256103516e+00,-1.990184664726257324e+00,-3.617320775985717773e+00
-4.590098381042480469e+00,2.482946664094924927e-01,-4.745262145996093750e+00
-2.852138042449951172e+00,-2.012485980987548828e+00,5.131680965423583984e-01
-1.428055524826049805e+00,-6.483367085456848145e-02,2.915967702865600586e-01
-7.239753246307373047e+00,-4.647725224494934082e-01,-5.221117973327636719e+00
2.837077140808105469e+00,8.416222929954528809e-01,7.895048856735229492e-01
1.095140337944030762e+00,-3.479436397552490234e+00,-9.843489527702331543e-01
2.116106510162353516e+00,6.952998787164688110e-02,2.250727891921997070e+00
2.102030992507934570e+00,1.547859549522399902e+00,3.021846294403076172e+00
-1.806063413619995117e+00,7.360598564147949219e+00,-1.387535214424133301e+00
-1.088010668754577637e+00,2.256124496459960938e+00,3.672559976577758789e+00
-2.870605945587158203e+00,-3.838609755039215088e-01,8.275792598724365234e-01
3.296169757843017578e+00,3.248655319213867188e+00,-4.164599418640136719e+00
-1.596056461334228516e+00,6.018498897552490234e+00,-3.472580611705780029e-01
-4.009707450866699219e+00,1.819344282150268555e+00,3.781996965408325195e-01
2.242836654186248779e-01,-1.319307088851928711e+00,8.538839221000671387e-01
-2.689705371856689453e+00,1.593700766563415527e+00,9.105352163314819336e-01
2.259299755096435547e+00,-3.265589475631713867e-01,-6.416178941726684570e-01
1.189690470695495605e+00,-7.757524251937866211e-01,3.439644575119018555e+00
-3.867908954620361328e+00,1.494064688682556152e+00,1.293448328971862793e+00
1.911336541175842285e+00,7.677550315856933594e-01,-6.718609809875488281e+00
-7.600095748901367188e+00,-4.732659757137298584e-01,-2.340269088745117188e+00
5.415376186370849609e+00,1.743220448493957520e+00,-4.149670124053955078e+00
8.020177483558654785e-03,5.710475444793701172e-01,-6.493921279907226562e+00
