2.116617918014526367e+00,-6.530041694641113281e-01,-2.722358465194702148e+00
-2.030793666839599609e+00,4.781100153923034668e-01,2.473482131958007812e+00
-2.736200571060180664e+00,3.381792604923248291e-01,-1.508920311927795410e+00
-1.365304350852966309e+00,3.189764499664306641e+00,-1.518604874610900879e+00
-1.890988230705261230e+00,-2.241142988204956055e+00,1.988570094108581543e-01
2.909389138221740723e-01,-4.505330324172973633e-02,1.383353471755981445e-01
2.909441590309143066e-01,-4.504062980413436890e-02,1.383227854967117310e-01
1.883571505546569824e+00,1.982978582382202148e+00,8.346969485282897949e-01
2.409918755292892456e-01,-2.509533166885375977e+00,4.442220032215118408e-01
2.909411191940307617e-01,-4.507743567228317261e-02,1.383197158575057983e-01
2.909136712551116943e-01,-4.505657777190208435e-02,1.383422762155532837e-01
2.909443378448486328e-01,-4.505436494946479797e-02,1.383271366357803345e-01
2.909369766712188721e-01,-4.505024477839469910e-02,1.383235901594161987e-01
2.909383177757263184e-01,-4.505822807550430298e-02,1.383196413516998291e-01
2.909481525421142578e-01,-4.505331814289093018e-02,1.383110582828521729e-01
2.909414768218994141e-01,-4.504367709159851074e-02,1.383278965950012207e-01
2.909445464611053467e-01,-4.504641890525817871e-02,1.383299827575683594e-01
2.909420728683471680e-01,-4.503130167722702026e-02,1.383322626352310181e-01
2.909250855445861816e-01,-4.508533701300621033e-02,1.383161097764968872e-01
2.909421920776367188e-01,-4.504418000578880310e-02,1.383147239685058594e-01
